CAS number,Principal name,Primary descriptor,Descriptor 2,Descriptor 3,Priority Date,Grant Date,,Publication Number
23267-57-4,"4-(1,2-Epoxy-2,6,6-trimethylcyclohexyl)-3-buten-2-one",Floral,Violet,Powdery,,,0,
66072-32-0,"4-(1,7,7-Trimethylbicyclo[2.2.1]hept-2-yl)-cyclohexanol",Woody,Sandalwood,Balsamic,,,0,
14576-08-0,4-(1-Methoxy-1-methylethyl)-1-methylcyclohexene,Floral,Neroli,Bergamot,,,0,
65405-84-7,"4-(2,6,6-Trimethyl-2-cyclohexen)-2-methylbutanal",Woody,Orris,Leathery,,,0,
13215-88-8,"4-(2-Butenylidene)-3,5,5-trimethylcyclohex-2-en-1-one",Tobacco like,Warm,Plum,,,0,
38462-23-6,"4-(4,8-Dimethylnona-3,7-dienyl)pyridine",Marine,Fresh,Clean,,,0,
63449-95-6,4-(Isopropyl)cyclohexyl propionate,Herbal,Green,Fruity,,,0,
1958027-35-4,"4,8-Decadienal, (4Z,8Z)-",Aldehydic,Mandarin,Oily,,,0,
1882830-62-7,"4,8-Undecadienal, (4Z,8Z)-",Aldehydic,Coriander,Oily,,,0,
1882830-61-6,"4,8-Undecadienenitrile, (4Z,8Z)-",Aldehydic,Oily,Citrus,,,0,
1801275-28-4,"4,9-Dodecadienal, (4Z,9Z)-",Aldehydic,Mandarin,Oily,,,0,
1882830-66-1,"4,9-Dodecadienenitrile, (4Z,9Z)-",Aldehydic,Waxy,Mandarin,,,0,
53498-32-1,"4,5-Dimethyl-2-isobutylthiazole",Floral,Green,Geranium,,,0,
28664-35-9,"4,5-Dimethyl-3-hydroxy-2,5-dihydrofuran-2-one",Gourmand,Caramel,Sweet,,,0,
74499-58-4,"4,7,7-Trimethyl-2-(3-methyl-2-butenyl)bicyclo[4.1.0]heptan-3-one",Floral,Muguet,Green,,,0,
6784-08-3,"4,7,7-Trimethyl-6-thiabicyclo[3.2.1]oct-3-ene",Fruity,Citrus,Grapefruit,,,0,
68398-18-5,"4,7,7-Trimethyl-6-thiabicyclo[3.2.1]octane",Sulfurous,grapefruit,blackcurrant,,,0,
79771-15-6,"4,7-Methano-1H-inden-5-ol, 3a,4,5,6,7,7a-hexahydrodimethyl-",Aromatic,Fresh,Camphoraceous,,,0,
26912-64-1,"4,7-Methano-1H-indene, 3a,4,5,6,7,7a-hexahydro- 5(or 6)-(2-propenyloxy)-",Floral,Anisic,Fruity,,,0,
1339119-15-1,"4,7-Methano-1H-indene-5-acetaldehyde, octahydro-",Floral,Muguet,Green,,,0,
727414-17-7,"4,7-Methano-1H-indenecarboxaldehyde, 3a,4,5,6,7,7a-hexahydro-, reaction product
with Me Et ketone, acid-isomerized, reduced",Woody,Sandalwood,Oily,,,0,
67845-50-5,"4,8-Dimethyl-3-7-nonadien-2-ol",Floral,Rose,Lemon,,,0,
4166-20-5,"4-Acetoxy-2,5-dimethyl-3(2H)furanone",Gourmand,Caramel,Sweet,,,0,
13171-00-1,"4-Acetyl-6-t-butyl-1,1-dimethylindan",Musk like,Powdery,Clean,,,0,
83926-73-2,4-Cyclohexyl-2-methyl-2-butanol,Floral,Coriander,Citrus,,,0,
35720-57-1,4-Cyclopentadecen-1-one,Musk like,Powdery,Soft,,,0,
14595-54-1,"4-Cyclopentadecen-1-one, (Z)-",Musk like,Powdery,Soft,,,0,
90411-73-7,"4-Ethyl-6-(2,6,6-trimethylyclohex-2-en-1-yl)hex-2-ene-1,4-diol, cyclized",Herbal,Fresh,Citrus,,,0,
4748-78-1,4-Ethylbenzaldehyde,Anisic,Almond,Cherry,,,0,
1373821-23-8,"4H-1,3-Benzodioxin, hexahydro-4-methyl-2-(phenylmethyl)-",Floral,Green,Rose,,,0,
211299-54-6,"4H-4a,9-Methanoazuleno[5,6-d]-1,3-dioxole, octahydro-2,2,5,8,8,9a-hexamethyl-,
(4aR,5R,7aS,9R)-",Woody,Amber,Warm,,,0,
928-91-6,"4-Hexen-1-ol, (4Z)-",Green,Herbal,Vegetable,,,0,
58461-27-1,"4-Hexen-1-ol, 5-methyl-2-(1-methylethenyl)-",Floral,Waxy,Mimosa,,,0,
97384-47-9,"4-Hexenenitrile, 2-ethenyl-2,5-dimethyl-",Citrus,Fresh,Green,,,0,
823178-41-2,"4H-Indeno[4,5-D]-1,3-dioxole,  3a,5,6,7,8,8b-hexahydro-2,2,6,6,7,8,8-heptamethyl-",Amber,Woody,Dry,,,0,
498-02-2,4'-Hydroxy-3'-methoxyacetophenone,Balsamic,Sweet,Vanilla,,,0,
831-97-0,4-Isopropyl-.alpha.-methylcinnamaldehyde,Floral,Green,Spicy,,,0,
14374-92-6,4-Isopropyl-1-methyl-2-propenylbenzene,Green,Carrot,Galbanum,,,0,
94087-83-9,4-Methoxy-2-methyl-2-butanethiol,Fruity,Sulfurous,Mango,,,0,
57094-40-3,4-Methyl-1-oxaspiro[5.5]undecan-4-ol,Minty,Camphoraceous,Fresh,,,0,
108-10-1,4-Methyl-2-pentanone,Green,Herbal,Fruity,,,0,
26643-91-4,4-Methyl-2-phenyl-2-pentenal,Gourmand,Cocoa,Nutty,,,0,
81782-77-6,4-Methyl-3-decen-5-ol,Green,Floral,Fruity,,,0,
7403-42-1,4-Methyl-4-phenyl-2-pentanone,Woody,Vetiver,Rooty,,,0,
1759-28-0,4-Methyl-5-vinylthiazole,Gourmand,Nutty,Musty,,,0,
122-00-9,4'-Methylacetophenone,Floral,Soft,Heliotrope,,,0,
2216-45-7,4-Methylbenzyl acetate,Floral,Hyacinth,Green,,,0,
54947-74-9,4-Methyloctanoic acid,Acidic,Animal Like,Dry,,,0,
646-07-1,4-Methylpentanoic acid,Acidic,Gourmand,Pungent,,,0,
224031-71-4,"4-Penten-1-one, 1-spiro[4.5]dec-6-en-7-yl-",Green,Galbanum,Pineapple,,,0,
224031-70-3,"4-Penten-1-one, 1-spiro[4.5]dec-7-en-7-yl-",Green,Galbanum,Pineapple,,,0,
98-52-2,4-tert-Butylcyclohexanol,Woody,Camphoraceous,Floral,,,0,
30168-23-1,4-Tricyclodecylidene butanal,Floral,Muguet,Aldehydic,,,0,
72881-27-7,5- and 6-Decenoic acid,Gourmand,Sweet,Milky,,,0,
70851-61-5,5-(cis-3-Hexenyl)dihydro-5-methyl-2(3H)furanone,Gourmand,Milky,Coconut,,,0,
67633-92-5,"5-(Diethoxymethyl)-3a,4,5,6,7,7a-hexahydro-4,7-methano-1H-indene",Anisic,Fruity,Herbal,,,0,
85700-02-3,"5,8-Methano-2H-1-benzopyran, 6-ethylideneoctahydro-, (4aα,5β,6E,8β,8aα)-",Fruity,Rhubarb,Woody,,,0,
34413-35-9,"5,6,7,8-Tetrahydroquinoxaline",Food Like,Roasted,Corn,,,0,
358331-95-0,"5,6,7-Trimethylocta-2,5-dien-4-one",Fruity,Apple,Sweet,,,0,
943723-15-7,"5,8-Methano-2H-1-benzopyran, 6(or 7)-ethylideneoctahydro-, [4aR,5S,8S,8aS(or
4aR,5R,8S,8aR)]-rel-",Fruity,Rhubarb,Floral,,,0,
85633-08-5,"5,8-Methano-2H-1-benzopyran, 6-ethylideneoctahydro-,
(4aalpha,5beta,6Z,8beta,8aalpha)-",Fruity,Rhubarb,Woody,,,0,
85700-01-2,"5,8-Methano-2H-1-benzopyran, 6-ethylideneoctahydro-,
(4aalpha,5beta,7E,8beta,8aalpha)-",Fruity,Rhubarb,Woody,,,0,
85633-07-4,"5,8-Methano-2H-1-benzopyran, 6-ethylideneoctahydro-,
(4aalpha,5beta,7Z,8beta,8aalpha)-",Fruity,Rhubarb,Woody,,,0,
762-26-5,"5,9-Dimethyl-4,8-decadienal",Aldehydic,Marine,Floral,,,0,
15323-35-0,"5-Acetyl-1,1,2,3,3,6-hexamethylindan",Musk like,Amber,Powdery,,,0,
68188-98-7,5-Butyl-5-ethyldihydrofuran-2(3H)-one,Fruity,Oily,Peach,,,0,
67770-79-0,5-Butyl-5-ethyltetrahydro-2H-pyran-2-one,Herbal,Warm,Animal Like,,,0,
37609-25-9,5-Cyclohexadecen-1-one,Musk like,Floral,Powdery,,,0,
17369-60-7,"5-Ethyl-2,3,4,5-tetramethylcyclohexen-1-one",Gourmand,Caramel,Honey,,,0,
23747-48-0,"5H-5-Methyl-6,7-dihydrocyclopenta(b)pyrazine",Earthy,Sweet,Nutty,,,0,
27593-23-3,"5-Hydroxy-2,4-decadienoic acid delta-lactone",Tobacco like,Hay,Coconut,,,0,
13679-86-2,5-Isopropenyl-2-methyl-2-vinyltetrahydrofuran,Green,Herbal,Minty,,,0,
139539-66-5,"5-Methyl-1-(2,2,3-trimethyl-3-cyclopenten-1-yl)-6-oxabicyclo[3.2.1]octane",Fruity,Blackcurrant,Green,,,0,
17162-29-7,5-Methyl-2-(1-methylethyl)cyclohexyl lactate,Minty,Herbal,Fresh,,,0,
81925-81-7,5-Methyl-2-hepten-4-one,Food Like,Nutty,Roasted,,,0,
13679-70-4,5-Methyl-2-thiophenecarboxaldehyde,Fruity,Sweet,Almond,,,0,
38285-49-3,5-Methyl-3-butyltetrahydropyran-4-yl acetate,Floral,Jasmin,Green,,,0,
22457-23-4,5-Methyl-3-heptanone oxime,Green,Leafy,Pungent,,,0,
4927-36-0,5-Methyl-5-phenyl-3-hexanone,Floral,Rose,Woody,,,0,
620-02-0,5-Methylfurfural,Gourmand,Sweet,Caramel,,,0,
13708-12-8,5-Methylquinoxaline,Gourmand,Nutty,Roasted,,,0,
80639-54-9,"6-Nonenenitrile, (Z)- (9CI)",Green,Oily,Cucumber,,,0,
3796-70-1,"6,10-Dimethyl-5,9-undecadien-2-one",Floral,Green,Pear,,,0,
689-67-8,"6,10-Dimethylundeca-5,9-dien-2-one",Floral,Rose,Sweet,,,0,
67674-46-8,"6,6-Dimethoxy-2,5,5-trimethylhex-2-ene",Citrus,Grapefruit,Green,,,0,
70214-77-6,"6,8-Dimethylnonan-2-ol",Floral,Green,Fruity,,,0,
24237-00-1,"6-Butyl-2,4-dimethyldihydropyrane",Floral,Geranium,Green,,,0,
93939-86-7,"6-Ethylideneoctahydro-5,8-methano-2H-benzo-1-pyran",Fruity,Green,Berry,,,0,
34131-98-1,6-Isopropyl-2(1H)-octahydronaphthalenone,Citrus,Grapefruit,Vetiver,,,0,
135-79-5,6-Isopropylquinoline,Green,Woody,Earthy,,,0,
79-70-9,6-Methyl-.beta.-ionone,Floral,Violet,Powdery,,,0,
91-62-3,6-Methylquinoline,Animal like,Leathery,Tobacco,,,0,
21661-97-2,"7-Decenal, (7Z)-",Aldehydic,Green,Clean,,,0,
899810-84-5,"7-Nonenal, 6,8-dimethyl-",Aldehydic,Green,Floral,,,0,
2550-59-6,7-Cyclohexadecen-1-one,Musk like,Balsamic,Powdery,,,0,
28940-11-6,"7-Methyl-2H-benzo-1,5-dioxepin-3(4H)-one",Marine,Watery,Fresh,,,0,
55050-40-3,7-Methyl-3-methyleneoct-6-enal,Citrus,Lemon,Verbena,,,0,
53219-21-9,"7-Octen-2-ol, 2-methyl-6-methylene-, dihydro deriv.",Citrus,Fresh,Floral,,,0,
67634-06-4,8-(sec-Butyl)quinoline,Woody,Leathery,Green,,,0,
57566-26-4,"8aH-2, 4a-Methanonaphthalen-8a-ol, octahydro-1,1,5,5-tetramethyl-(2S,4aR,8aS)-",Earthy,Patchouli,Vetiver,,,0,
84681-92-5,"8-Ethyl-1,5-dimethylbicyclo[3.2.1]octan-8-ol",Woody,Patchouli,Dry,,,0,
338735-71-0,"8H-Indeno(4,5-B)furan,2,3,3a,4,5,5a,6,7,8a,9-decahydro-2,6,6,7,8,8-hexamethyl  Mixture
of isomers",Woody,Amber,Dry,,,0,
542-46-1,9-Cycloheptadecen-1-one,Musk like,Animal Like,Soft,,,0,
35194-30-0,9-Decen-2-one,Fruity,Green,Pineapple,,,0,
39770-05-3,9-Decenal,Aldehydic,Green,Rose,,,0,
14436-32-9,9-Decenoic acid,Green,Fruity,Oily,,,0,
50816-18-7,9-Decenyl acetate,Floral,Rose,Sweet,,,0,
68480-06-8,9-Decenyl propionate,Floral,Rose,Fruity,,,0,
143-14-6,9-Undecenal,Aldehydic,Green,Clean,,,0,
131379-26-5,"9-Undecenenitrile, (E)-",Floral,Citrus,Aldehydic,,,0,
8021-27-0,Abies alba needle oil,Herbal,Pine,Woody,,,0,
8021-28-1,Abies sachalinensis oil,Woody,Fresh,Resinous,,,0,
5405-58-3,Acetaldehyde dihexyl acetal,Green,Herbal,Floral,,,0,
28069-74-1,Acetaldehyde ethyl cis-3-hexenyl acetal,Green,Vegetable,Radish,,,0,
72927-85-6,"Acetaldehyde, [(3a,4,5,6,7,7a-hexahydro-4,7-methano-1H-inden-6-yl)oxy]-",Fruity,Green,Aldehydic,,,0,
122-71-4,"Acetaldehyde, diphenethyl acetal",Green,Floral,Rose,,,0,
100-06-1,Acetanisole,Powdery,Soft,Mimosa,,,0,
236391-76-7,"Acetic acid, (1-oxopropoxy)-, 1-(3,3-dimethylcyclohexyl)ethyl ester",Musk like,Warm,Floral,,,0,
71549-77-4,"Acetic acid, anhydride, reaction products with (1S,3aR,4S,8aS)-decahydro-4,8,8-
trimethyl-9-methylene-1,4-methanoazulene",Woody,Cedarwood,Sweet,,,0,
144020-22-4,"Acetic acid, anhydride, reaction products with 1,5,10-trimethyl-1,5,9-cyclododecatriene",Woody,Amber,Smoky,,,0,
862107-86-6,"Acetic acid, anhydride, reaction products with 2-methylbutene dimer, hydrogenated",Woody,Amber,Vetiver,,,0,
108419-33-6,"Acetic acid, C8-10-branched alkyl esters, C9-rich",Fruity,Green,Earthy,,,0,
124358-45-8,"Acetic acid, cyano-, reaction products with 10-undecenal",Citrus,Mandarin,Orange,,,0,
68478-36-4,"Acetic acid, decyl ester, branched",Fruity,Floral,Soapy,,,0,
69103-01-1,"Acetic acid, esters with turpentine-oil myrcene fraction terpene alcs.",Herbal,Lavender,Sage,,,0,
513-86-0,Acetoin,Food Like,Buttery,Milky,,,0,
98-86-2,Acetophenone,Floral,Sweet,Powdery,,,0,
54830-99-8,Acetoxydihydrodicyclopentadiene (Mixture of Isomers),Fruity,Green,Anisic,,,0,
600-14-6,Acetyl propionyl,Gourmand,Caramel,Sweet,,,0,
3608-11-5,Acetylcarene,Herbal,Woody,Floral,,,0,
85480-47-3,"Acorus calamus, ext., hydrogenated",Spicy,Herbal,Medicinal,,,0,
94350-09-1,Agarwood extract,Woody,Animal Like,Smoky,,,0,
958663-49-5,"Agarwood extract, Vietnamese",Woody,Animal Like,Smoky,,,0,
94350-09-1,Agarwood oil,Woody,Animal Like,Smoky,,,0,
1333524-00-7,"Agarwood oil, Indonesia",Woody,Animal Like,Smoky,,,0,
958663-49-5,"Agarwood oil, Vietnamese",Woody,Animal Like,Smoky,,,0,
8001-99-8,Ajowan oil,Herbal,Green,Smoky,,,0,
943609-24-3,"Alcoholic beverages, rum, CO2 extract, nonalc.",Fruity,Rum,Fresh,,,0,
943609-24-3,"Alcoholic beverages, rum, extract, nonalc.",Fruity,Rum,Ethereal,,,0,
943609-24-3,"Alcoholic beverages, rum, nonalc., distillate",Fruity,Rum,Fresh,,,0,
93821-11-5,"Alcohols, C9-11-branched and linear, C10-rich",Floral,Waxy,Fermented,,,0,
68526-85-2,"Alcohols, C9-11-iso-, C10-rich",Floral,Fatty,Rose,,,0,
73049-35-1,"Alcohols, sesquiterpenoidal, citronella-oil",Citrus,Floral,Green,,,0,
130169-57-2,"Aldehydes, C13-15-branched and linear",Aldehydic,Orange,Waxy,,,0,
84082-36-0,Alfalfa extract,Green,Seaweed,Grassy,,,0,
8006-77-7,Allspice oil,Spicy,Sweet,Balsamic,,,0,
67634-01-9,Allyl (2-methylbutoxy)acetate,Fruity,Pineapple,Green,,,0,
67634-00-8,Allyl (3-methylbutoxy)acetate,Fruity,Green,Pineapple,,,0,
1866-31-5,Allyl cinnamate,Spicy,Balsamic,Cinnamon,,,0,
2705-87-5,Allyl cyclohexanepropionate,Fruity,Pineapple,Apple,,,0,
68132-80-9,Allyl trimethylhexanoate,Fruity,Pineapple,Spicy,,,0,
8013-76-1,"Almond oil, bitter",Gourmand,Cherry,Almond,,,0,
65114-03-6,"alpha,2,2,3-tetramethylcyclopent-3-ene-1-butyraldehyde",Woody,Sandalwood,Floral,,,0,
67634-15-5,"alpha,alpha-Dimethyl-p-ethylphenylpropanal",Ozonic,Floral,Aldehydic,,,0,
100-86-7,"alpha,alpha-Dimethylphenethyl alcohol",Floral,Fresh,Rose,,,0,
10094-34-5,"alpha,alpha-Dimethylphenethyl butyrate",Fruity,Floral,Berry,,,0,
10058-43-2,"alpha,alpha-Dimethylphenethyl formate",Floral,Herbal,Green,,,0,
67785-77-7,"alpha,alpha-Dimethylphenylethyl propionate",Floral,Sweet,Jasmin,,,0,
78605-96-6,alpha-Amyl trans-Cinnamaldehyde,Floral,Fresh,Citrus,,,0,
91-87-2,alpha-Amylcinnamaldehyde dimethyl acetal,Floral,Jasmin,Fruity,,,0,
68527-78-6,alpha-Amylcinnamaldehyde-methyl anthranilate (Schiff base),Floral,Fresh,Jasmin,,,0,
469-61-4,alpha-Cedrene,Woody,Cedarwood,Aromatic,,,0,
3691-12-1,alpha-Guaiene,Woody,Peppery,Balsamic,,,0,
101-86-0,alpha-Hexylcinnamaldehyde,Floral,Jasmin,Citrus,,,0,
25312-34-9,alpha-Ionol,Powdery,Floral,Gourmand,,,0,
79-69-6,alpha-Irone,Floral,Iris,Violet,,,0,
127-51-5,alpha-iso-Methylionone,Floral,Violet,Woody,,,0,
93-92-5,alpha-Methylbenzyl acetate,Green,Fruity,Rhubarb,,,0,
98-85-1,alpha-Methylbenzyl alcohol,Floral,Fruity,Woody,,,0,
3460-44-4,alpha-Methylbenzyl butyrate,Fruity,Berry,Juicy,,,0,
7775-39-5,alpha-Methylbenzyl isobutyrate,Fruity,Floral,Tropical-Fruit,,,0,
120-45-6,alpha-Methylbenzyl propionate,Fruity,Floral,Green,,,0,
101-39-3,alpha-Methylcinnamaldehyde,Spicy,Warm,Sweet,,,0,
1504-55-8,alpha-Methylcinnamic alcohol,Floral,Sweet,Oriental,,,0,
10528-67-3,alpha-Methyl-cyclohexanepropanol,Floral,Muguet,Green,,,0,
705-73-7,alpha-Propylphenethyl alcohol,Green,Fruity,Earthy,,,0,
8038-65-1,Ambergris tincture,Amber,Sweet,Mossy,,,0,
8015-62-1,Ambrette seed absolute,Musk like,Fruity,Floral,,,0,
8015-62-1,Ambrette seed extract,Musk like,Fruity,Floral,,,0,
8015-62-1,Ambrette seed oil,Musk like,Fruity,Floral,,,0,
8015-62-1,Ambrette seed oil,Musk like,Fruity,Floral,,,0,
8015-62-1,Ambrette tincture,Musk like,Fruity,Floral,,,0,
8015-65-4,Amyris oil,Woody,Sandalwood,Warm,,,0,
68916-14-3,"Amyris oil, acetylated",Woody,Sandalwood,Smoky,,,0,
8015-65-4,"Amyris oil, rectified",Woody,Sandalwood,Warm,,,0,
8015-64-3,Angelica root oil,Spicy,Herbal,Amber,,,0,
8015-64-3,Angelica seed absolute,Spicy,Peppery,Woody,,,0,
8015-64-3,Angelica seed extract,Spicy,Pungent,Fresh,,,0,
8015-64-3,Angelica seed oil,Spicy,Pungent,Fresh,,,0,
8007-70-3,Anise seed oil,Anisic,Herbal,Liquorice,,,0,
102-17-0,Anisyl phenylacetate,Fruity,Anisic,Honey,,,0,
883111-87-3,Apple alcoholate,Fruity,Apple,Fresh,,,0,
883111-87-3,Apple distillate,Fruity,Apple,Fresh,,,0,
883111-87-3,Apple essence oil,Fruity,Apple,Green,,,0,
883111-87-3,Apple extract,Fruity,Apple,Fresh,,,0,
883111-87-3,"Apple oil, rectified",Fruity,Apple,Fresh,,,0,
883111-87-3,Apple tincture,Fruity,Apple,Fresh,,,0,
72869-69-3,Apricot absolute,Gourmand,Fruity,Sweet,,,0,
68991-20-8,Armoise vulgaris oil,Herbal,Fresh,Camphoraceous,,,0,
84775-75-7,Artemisia herba-alba oil,Herbal,Thyme,Camphoraceous,,,0,
9000-04-8,Asafetida oil,Green,Sulfurous,Onion,,,0,
68916-62-1,Baccartol,Citrus,Floral,Fresh,,,0,
84082-61-1,Balm leaves extract,Citrus,Lemon,Fresh,,,0,
8007-00-9,"Balsam absolute, Peru",Woody,Balsamic,Vanilla,,,0,
8007-00-9,"Balsam absolute, Peru, pyrogenated",Woody,Balsamic,Vanilla,,,0,
8007-00-9,"Balsam extract, Peru",Woody,Balsamic,Vanilla,,,0,
85085-34-3,Balsam fir oleoresin,Woody,Balsamic,Pine,,,0,
8007-00-9,"Balsam oil, Peru",Woody,Balsamic,Vanilla,,,0,
8007-00-9,"Balsam oil, Peru",Woody,Balsamic,Vanilla,,,0,
8007-00-9,"Balsam resinoid, Peru",Woody,Balsamic,Vanilla,,,0,
8007-00-9,"Balsam, Peru",Woody,Balsamic,Vanilla,,,0,
8007-47-4,"Balsams, Canada",Balsamic,Fresh,Woody,,,0,
8015-73-4,"Basil absolute, chemotype linalool",Herbal,Aromatic,Spicy,,,0,
8015-73-4,"Basil oil, chemotype estragole",Herbal,Aromatic,Green,,,0,
8015-73-4,"Basil oil, chemotype estragole, rectified",Herbal,Aromatic,Green,,,0,
8015-73-4,"Basil oil, chemotype linalool",Herbal,Aromatic,Floral,,,0,
8015-73-4,"Basil oleoresin, chemotype estragole",Herbal,Aromatic,Floral,,,0,
8006-78-8,"Bay leaves oil, West Indian, rectified",Spicy,Warm,Sweet,,,0,
8006-78-8,"Bay leaves, West Indian, CO2 extract",Spicy,Warm,Sweet,,,0,
8006-78-8,"Bay leaves, West Indian, extract",Spicy,Warm,Sweet,,,0,
8006-78-8,"Bay leaves, West Indian, oil",Spicy,Warm,Sweet,,,0,
68916-05-2,"Bay leaves, West Indian, oil",Spicy,Sweet,Balsamic,,,0,
68916-05-2,"Bay oil, terpeneless",Spicy,Sweet,Balsamic,,,0,
8021-39-4,Beechwood creosote,Woody,Smoky,Burnt,,,0,
8012-89-3,Beeswax absolute,Floral,Balsamic,Honey,,,0,
8012-89-3,Beeswax CO2 extract,Floral,Balsamic,Honey,,,0,
8012-89-3,Beeswax concrete,Floral,Balsamic,Honey,,,0,
8012-89-3,Beeswax resinoid,Floral,Balsamic,Honey,,,0,
111753-62-9,"Benzoic acid, 2-[[3-(4-methoxyphenyl)-2-methylpropylidene]amino]-, methyl ester",Floral,Neroli,Marine,,,0,
9000-72-0,"Benzoin CO2 extract, Siam",Balsamic,Sweet,Milky,,,0,
9000-72-0,"Benzoin extract, Siam",Balsamic,Sweet,Milky,,,0,
9000-05-9,"Benzoin extract, Sumatra",Balsamic,Sweet,Vanilla,,,0,
9000-72-0,"Benzoin gum, Siam",Balsamic,Sweet,Milky,,,0,
9000-05-9,"Benzoin gum, Sumatra",Balsamic,Sweet,Vanilla,,,0,
9000-05-9,Benzoin infusion,Balsamic,Sweet,Vanilla,,,0,
9000-72-0,"Benzoin resinoid, Siam",Balsamic,Sweet,Milky,,,0,
9000-05-9,"Benzoin resinoid, Sumatra",Balsamic,Sweet,Vanilla,,,0,
56423-40-6,Benzyl 2-methylbutyrate,Floral,Fruity,Gardenia,,,0,
8007-75-8,Bergamot oil,Citrus,Fresh,Floral,,,0,
68917-80-6,Bergamot oil terpenes,Citrus,Floral,Fresh,,,0,
8007-75-8,"Bergamot oil, expressed",Citrus,Fresh,Floral,,,0,
68648-33-9,"Bergamot oil, furocoumarin free",Citrus,Fresh,Floral,,,0,
8007-75-8,"Bergamot oil, rectified",Citrus,Fresh,Floral,,,0,
8007-75-8,"Bergamot oil, terpeneless",Citrus,Fresh,Floral,,,0,
116126-82-0,"Bicyclo[2.2.1]hept-5-ene-2-carboxylic acid, 3-(1-methylethyl)-, ethyl ester, (2-exo,3-
endo)-",Fruity,Banana,Pineapple,,,0,
137255-07-3,"Bicyclo[2.2.1]heptan-2-ol, 2-ethyl-1,3,3-trimethyl-, (1R,2R,4S)-",Minty,Earthy,Oily,,,0,
862111-34-0,"Bicyclo[2.2.1]heptane, 2-ethyl-6-methoxy-",Citrus,Green,Herbal,,,0,
8001-88-5,"Birch tar oil, rectified",Woody,Warm,Smoky,,,0,
8053-33-6,Boronia absolute,Fruity,Blackcurrant,Sweet,,,0,
68916-76-7,Bran absolute,Amber,Vanilla,Honey,,,0,
68650-46-4,"Bucchu absolute, betulina",Fruity,Green,Minty,,,0,
68650-46-4,"Bucchu oil, betulina",Fruity,Green,Minty,,,0,
92346-85-5,"Bucchu oil, crenulata",Green,Minty,Fruity,,,0,
68650-46-4,"Bucchu oil, rectified, betulina",Fruity,Green,Minty,,,0,
68650-46-4,"Bucchu resinoid, betulina",Fruity,Green,Minty,,,0,
94333-88-7,"Bulnesia sarmienti, ext., acetate",Woody,Vetiver,Cedarwood,,,0,
959130-05-3,Bursera graveolens wood oil,Aromatic,Citrus,Terpenic,,,0,
406488-30-0,"Butanamide, 2-ethyl-N-methyl-N-(3-methylphenyl)-",Fruity,Tropical-Fruit,Grapefruit,,,0,
1266606-26-1,"Butanoic acid, 2-methyl-5-(1-methylethyl)cyclopentyl ester",Fruity,Green,Apple,,,0,
91745-88-9,Butter acids,Acidic,Buttery,Waxy,,,0,
97926-23-3,Butter esters,Gourmand,Creamy,Buttery,,,0,
7785-64-0,Butyl 2-methylcrotonate (Z),Fruity,Rose,Wine,,,0,
84012-17-9,Buxus sempervirens absolute,Woody,Mossy,Liquorice,,,0,
68188-03-4,Cabreuva oil,Woody,Sweet,Balsamic,,,0,
8002-31-1,Cacao absolute,Gourmand,Chocolate,Powdery,,,0,
8002-31-1,Cacao extract,Gourmand,Chocolate,Powdery,,,0,
8002-31-1,Cacao infusion and tincture,Gourmand,Chocolate,Powdery,,,0,
8002-31-1,Cacao oil,Gourmand,Chocolate,Powdery,,,0,
8013-10-3,Cade oil,Smoky,Phenolic,Leathery,,,0,
8013-10-3,Cade oil,Smoky,Phenolic,Leathery,,,0,
8013-10-3,"Cade oil, rectified",Smoky,Phenolic,Leathery,,,0,
29350-73-0,Cadinene,Woody,Cedarwood,Smoky,,,0,
8008-98-8,Cajuput oil,Herbal,Fresh,Aromatic,,,0,
8015-79-0,Calamus oil,Woody,Warm,Spicy,,,0,
1069136-34-0,Callitropsis nootkatensis oil,Woody,Fresh,Earthy,,,0,
1069136-34-0,"Callitropsis nootkatensis oil, rectified",Woody,Fresh,Earthy,,,0,
68916-73-4,Camellia leaf extract,Floral,Green,Tea,,,0,
68916-73-4,Camillia leaf concentrate,Floral,Green,Tea,,,0,
68916-73-4,Camillia leaf distillate,Floral,Green,Tea,,,0,
8008-51-3,"Camphor oil, white",Camphoraceous,Fresh,Herbal,,,0,
8008-51-3,"Camphor oil, white, rectified",Camphoraceous,Fresh,Herbal,,,0,
68606-83-7,Cananga oil,Floral,Spicy,Ylang,,,0,
8023-77-6,Capsicum oleoresin,Spicy,Hay,Tobacco,,,0,
97675-54-2,Carambola alcoholate,Fruity,Tropical-Fruit,Pear,,,0,
8000-42-8,Caraway seed oil,Herbal,Spicy,Fresh,,,0,
8000-42-8,"Caraway seed oil, rectified",Herbal,Spicy,Fresh,,,0,
8000-66-6,Cardamom seed absolute,Spicy,Aromatic,Metallic,,,0,
8000-66-6,Cardamom seed CO2 extract,Spicy,Aromatic,Metallic,,,0,
8000-66-6,Cardamom seed distillate,Spicy,Aromatic,Metallic,,,0,
8000-66-6,Cardamom seed extract,Spicy,Aromatic,Metallic,,,0,
8000-66-6,Cardamom seed oil,Spicy,Aromatic,Metallic,,,0,
8000-66-6,Cardamon seed,Spicy,Aromatic,Metallic,,,0,
8021-43-0,Carnation absolute,Floral,Carnation,Spicy,,,0,
79070-15-8,Carob absolute,Woody,Sweet,Fruity,,,0,
79070-15-8,Carob bean extract,Woody,Sweet,Fruity,,,0,
